timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-02-19T09:27:02,codecarbon,caeefc2f-f2e1-4dd0-a534-59a0970e0933,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,104.59696872532368,0.0049182060911461,4.702054133195393e-05,259.4396888511625,150.75902457451846,10.0,0.00869907928398,0.0043748579443558,0.0002904752553699,0.0133644124837058,0.0,United States,USA,illinois,Linux-4.18.0-553.64.1.el8_10.x86_64-x86_64-with-glibc2.28,3.13.5,3.2.2,4,Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,1,1 x NVIDIA A100-SXM4-80GB,-87.7209,42.077,12.44,machine,20.06019417475728,34.48543689320388,29.76116504854369,149.843274866493,N,1.0,0.0,,
2026-02-19T09:46:55,codecarbon,c2fd28ee-9fee-4b6d-9e87-878325525157,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,106.77555676549672,0.0022045169393037,2.0646269671488047e-05,74.32703383624613,111.0720515550314,10.0,0.0025086780727741,0.003185316714962,0.0002964157721648,0.005990410559901,0.0,United States,USA,illinois,Linux-4.18.0-553.64.1.el8_10.x86_64-x86_64-with-glibc2.28,3.13.5,3.2.2,4,Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz,1,1 x NVIDIA A100-PCIE-40GB,-87.7209,42.077,12.44,machine,1.8942857142857144,35.76190476190476,20.89714285714286,39.42111002604167,N,1.0,0.0,,
2026-02-19T10:52:51,codecarbon,6f9f879f-c9db-4c29-9528-39b78f5275b8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.011051664128899574,1.2929988631075435e-07,1.1699585221074654e-05,166.61590241981304,0.0,10.0,3.320305434068027e-07,0.0,1.9320535163084665e-08,3.513510785698874e-07,0.0,United States,USA,illinois,Linux-4.18.0-553.64.1.el8_10.x86_64-x86_64-with-glibc2.28,3.13.5,3.2.2,4,Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz,1,1 x NVIDIA A100-PCIE-40GB,-87.7209,42.077,12.44,machine,0.0,0.0,0.0,0.0,N,1.0,0.0,,
